GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US24001000100,24001000100,"Census Tract 1, Allegany County, Maryland",3520,263,3469,266,3318,257,61,81,0,12,52,41,0,12,0,12,38,40,0,12,38,40,51,49,46,49,5,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001000200,24001000200,"Census Tract 2, Allegany County, Maryland",4076,312,3869,308,2886,280,838,134,32,28,55,64,7,12,0,12,51,45,20,25,31,29,207,66,61,38,33,28,0,12,0,12,0,12,113,63,0,12,0,12,0,12
1400000US24001000300,24001000300,"Census Tract 3, Allegany County, Maryland",2622,200,2578,204,2493,201,36,32,0,12,7,12,0,12,26,29,16,18,0,12,16,18,44,64,44,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001000400,24001000400,"Census Tract 4, Allegany County, Maryland",2782,313,2731,295,2417,293,229,135,0,12,0,12,0,12,0,12,85,74,0,12,85,74,51,57,21,31,0,12,0,12,0,12,0,12,0,12,30,49,0,12,30,49
1400000US24001000500,24001000500,"Census Tract 5, Allegany County, Maryland",2324,269,2296,267,1728,260,397,139,3,6,0,12,0,12,0,12,168,106,0,12,168,106,28,24,15,19,13,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001000600,24001000600,"Census Tract 6, Allegany County, Maryland",2789,314,2789,314,2648,313,96,70,5,8,14,21,0,12,0,12,26,25,0,12,26,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001000700,24001000700,"Census Tract 7, Allegany County, Maryland",3655,309,3561,304,3193,336,283,197,0,12,0,12,0,12,0,12,85,66,0,12,85,66,94,86,32,47,0,12,0,12,0,12,0,12,0,12,62,75,41,44,21,35
1400000US24001000800,24001000800,"Census Tract 8, Allegany County, Maryland",2232,213,2191,218,1988,219,67,57,0,12,16,18,0,12,15,22,105,72,0,12,105,72,41,40,0,12,8,12,0,12,0,12,0,12,20,33,13,15,7,10,6,10
1400000US24001001000,24001001000,"Census Tract 10, Allegany County, Maryland",2480,318,2368,323,2150,325,169,127,5,18,15,18,0,12,0,12,29,29,0,12,29,29,112,116,112,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001001100,24001001100,"Census Tract 11, Allegany County, Maryland",1266,193,1266,193,1174,203,71,49,3,6,6,10,0,12,0,12,12,13,0,12,12,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001001200,24001001200,"Census Tract 12, Allegany County, Maryland",3095,305,3069,304,2930,309,36,37,0,12,45,40,4,7,0,12,54,47,0,12,54,47,26,33,26,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001001300,24001001300,"Census Tract 13, Allegany County, Maryland",5196,239,5024,227,2574,147,2206,205,34,25,7,11,0,17,0,17,203,67,0,17,203,67,172,69,80,48,51,30,0,17,0,17,0,17,8,14,33,25,0,17,33,25
1400000US24001001401,24001001401,"Census Tract 14.01, Allegany County, Maryland",3802,245,3764,243,3627,248,6,9,13,19,69,70,0,12,0,12,49,44,0,12,49,44,38,35,18,26,0,12,0,12,0,12,0,12,11,17,9,15,0,12,9,15
1400000US24001001402,24001001402,"Census Tract 14.02, Allegany County, Maryland",1517,113,1493,116,1433,112,44,56,0,12,0,12,0,12,0,12,16,20,0,12,16,20,24,26,0,12,0,12,0,12,0,12,0,12,7,10,17,20,17,20,0,12
1400000US24001001502,24001001502,"Census Tract 15.02, Allegany County, Maryland",1902,262,1878,258,1824,253,35,41,3,5,0,12,0,12,0,12,16,25,0,12,16,25,24,37,24,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001001503,24001001503,"Census Tract 15.03, Allegany County, Maryland",1882,166,1872,162,1849,167,8,13,0,12,0,12,0,12,0,12,15,26,0,12,15,26,10,15,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12
1400000US24001001600,24001001600,"Census Tract 16, Allegany County, Maryland",1706,153,1680,150,1645,145,7,9,7,9,0,12,0,12,0,12,21,24,0,12,21,24,26,22,26,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001001700,24001001700,"Census Tract 17, Allegany County, Maryland",5364,423,5248,444,4956,452,68,77,0,17,77,80,0,17,0,17,147,104,0,17,147,104,116,105,103,98,0,17,0,17,0,17,0,17,0,17,13,21,0,17,13,21
1400000US24001001800,24001001800,"Census Tract 18, Allegany County, Maryland",4650,392,4545,389,3182,337,1084,150,7,15,157,99,0,12,0,12,115,67,0,12,115,67,105,47,68,41,15,22,0,12,9,13,0,12,0,12,13,15,0,12,13,15
1400000US24001001900,24001001900,"Census Tract 19, Allegany County, Maryland",2884,230,2884,230,2825,232,7,11,1,4,2,4,13,19,0,12,36,33,0,12,36,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001002000,24001002000,"Census Tract 20, Allegany County, Maryland",5792,472,5746,482,5643,503,23,28,0,17,52,64,0,17,0,17,28,47,0,17,28,47,46,88,46,88,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24001002100,24001002100,"Census Tract 21, Allegany County, Maryland",3183,272,3145,279,3089,291,0,12,7,9,11,11,0,12,0,12,38,39,0,12,38,39,38,47,38,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24001002200,24001002200,"Census Tract 22, Allegany County, Maryland",3872,291,3868,290,3831,294,3,5,0,12,0,12,0,12,0,12,34,34,0,12,34,34,4,6,1,2,0,12,0,12,0,12,0,12,0,12,3,4,3,4,0,12
1400000US24003701101,24003701101,"Census Tract 7011.01, Anne Arundel County, Maryland",4059,384,3880,367,3786,361,73,66,0,12,21,23,0,12,0,12,0,12,0,12,0,12,179,124,140,102,0,12,0,12,0,12,0,12,8,13,31,33,8,15,23,32
1400000US24003701102,24003701102,"Census Tract 7011.02, Anne Arundel County, Maryland",8296,542,7465,500,6579,729,455,462,0,17,195,147,0,17,0,17,236,207,0,17,236,207,831,303,666,197,0,17,20,44,0,17,0,17,145,227,0,17,0,17,0,17
1400000US24003701200,24003701200,"Census Tract 7012, Anne Arundel County, Maryland",8656,614,8441,629,8237,610,121,98,0,17,0,17,0,17,0,17,83,73,0,17,83,73,215,154,163,149,0,17,0,17,0,17,0,17,0,17,52,81,52,81,0,17
1400000US24003701300,24003701300,"Census Tract 7013, Anne Arundel County, Maryland",7790,544,7566,517,6388,551,873,218,0,17,69,85,0,17,0,17,236,197,0,17,236,197,224,212,36,37,29,48,0,17,0,17,0,17,30,48,129,194,0,17,129,194
1400000US24003701400,24003701400,"Census Tract 7014, Anne Arundel County, Maryland",3515,242,3498,244,3074,247,367,137,0,12,0,12,0,12,0,12,57,60,0,12,57,60,17,19,17,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003702100,24003702100,"Census Tract 7021, Anne Arundel County, Maryland",7148,364,6759,452,6029,538,453,263,0,17,59,74,0,17,0,17,218,121,0,17,218,121,389,220,218,128,0,17,0,17,0,17,0,17,0,17,171,235,0,17,171,235
1400000US24003702204,24003702204,"Census Tract 7022.04, Anne Arundel County, Maryland",4236,172,3908,201,3430,246,157,92,9,15,227,123,0,12,9,15,76,53,0,12,76,53,328,173,239,162,14,22,0,12,0,12,0,12,32,37,43,40,18,15,25,37
1400000US24003702205,24003702205,"Census Tract 7022.05, Anne Arundel County, Maryland",5746,274,5673,278,4420,347,911,184,0,17,58,54,0,17,0,17,284,185,0,17,284,185,73,66,28,33,45,61,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003702206,24003702206,"Census Tract 7022.06, Anne Arundel County, Maryland",6694,452,6276,446,4449,366,1093,323,0,17,348,86,0,17,0,17,386,228,0,17,386,228,418,131,83,78,0,17,0,17,49,77,0,17,183,144,103,166,15,25,88,163
1400000US24003702208,24003702208,"Census Tract 7022.08, Anne Arundel County, Maryland",7139,482,6699,528,4344,454,1293,304,0,17,609,356,0,17,16,25,437,283,0,17,437,283,440,185,370,207,14,21,0,17,0,17,0,17,56,52,0,17,0,17,0,17
1400000US24003702209,24003702209,"Census Tract 7022.09, Anne Arundel County, Maryland",4467,221,4147,288,3550,310,322,166,10,15,123,88,0,12,0,12,142,84,0,12,142,84,320,233,320,233,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003702300,24003702300,"Census Tract 7023, Anne Arundel County, Maryland",5626,249,5389,263,4890,261,124,110,0,17,229,144,0,17,48,73,98,57,0,17,98,57,237,145,202,133,0,17,35,54,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003702402,24003702402,"Census Tract 7024.02, Anne Arundel County, Maryland",6341,448,6149,436,5698,422,174,102,11,17,144,111,0,17,0,17,122,106,0,17,122,106,192,148,90,78,0,17,0,17,0,17,0,17,81,100,21,36,0,17,21,36
1400000US24003702500,24003702500,"Census Tract 7025, Anne Arundel County, Maryland",5949,590,4996,578,2760,571,1942,449,0,17,92,86,0,17,0,17,202,176,0,17,202,176,953,347,315,279,0,17,0,17,0,17,0,17,564,295,74,96,60,93,14,27
1400000US24003702601,24003702601,"Census Tract 7026.01, Anne Arundel County, Maryland",5470,388,5279,428,4275,386,729,255,0,17,116,85,0,17,0,17,159,154,0,17,159,154,191,148,191,148,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003702602,24003702602,"Census Tract 7026.02, Anne Arundel County, Maryland",5784,383,5349,441,4479,446,558,127,0,17,138,136,0,17,18,28,156,103,0,17,156,103,435,255,214,175,13,20,0,17,0,17,0,17,27,39,181,144,26,42,155,138
1400000US24003702701,24003702701,"Census Tract 7027.01, Anne Arundel County, Maryland",4617,352,4426,341,3422,302,640,207,0,12,286,239,0,12,0,12,78,71,0,12,78,71,191,149,150,113,0,12,0,12,41,71,0,12,0,12,0,12,0,12,0,12
1400000US24003702702,24003702702,"Census Tract 7027.02, Anne Arundel County, Maryland",3715,250,3586,260,3231,344,321,303,0,12,23,39,0,12,0,12,11,20,0,12,11,20,129,100,129,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003706101,24003706101,"Census Tract 7061.01, Anne Arundel County, Maryland",3686,433,3534,442,2665,425,825,175,9,16,35,33,0,12,0,12,0,12,0,12,0,12,152,117,152,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003706301,24003706301,"Census Tract 7063.01, Anne Arundel County, Maryland",4233,421,4006,364,2675,350,1204,421,0,12,25,38,0,12,21,40,81,76,0,12,81,76,227,173,227,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003706302,24003706302,"Census Tract 7063.02, Anne Arundel County, Maryland",3145,234,2832,246,2598,230,132,88,0,12,58,79,0,12,0,12,44,36,0,12,44,36,313,205,62,37,0,12,0,12,0,12,0,12,251,201,0,12,0,12,0,12
1400000US24003706401,24003706401,"Census Tract 7064.01, Anne Arundel County, Maryland",7855,573,3668,370,2476,398,1060,235,0,17,77,97,0,17,0,17,55,77,0,17,55,77,4187,610,1727,1080,0,17,0,17,0,17,0,17,2460,1193,0,17,0,17,0,17
1400000US24003706402,24003706402,"Census Tract 7064.02, Anne Arundel County, Maryland",3099,365,2531,315,1483,181,981,266,0,12,23,28,0,12,0,12,44,36,0,12,44,36,568,265,279,187,18,29,45,73,0,12,0,12,226,235,0,12,0,12,0,12
1400000US24003706500,24003706500,"Census Tract 7065, Anne Arundel County, Maryland",5295,486,4356,509,3068,378,1013,312,0,17,257,217,0,17,0,17,18,31,0,17,18,31,939,229,540,166,209,122,0,17,46,66,0,17,44,60,100,97,62,68,38,39
1400000US24003706600,24003706600,"Census Tract 7066, Anne Arundel County, Maryland",5398,475,4712,516,3864,307,725,440,0,17,96,96,0,17,0,17,27,25,0,17,27,25,686,394,266,206,50,75,9,14,0,17,0,17,361,354,0,17,0,17,0,17
1400000US24003706700,24003706700,"Census Tract 7067, Anne Arundel County, Maryland",5873,404,5408,405,3906,358,512,191,15,29,379,134,29,40,43,45,524,175,1,3,523,175,465,132,359,123,1,3,0,17,0,17,0,17,81,62,24,33,1,3,23,34
1400000US24003707001,24003707001,"Census Tract 7070.01, Anne Arundel County, Maryland",6242,485,6042,490,5281,475,604,219,0,17,39,57,0,17,0,17,118,117,0,17,118,117,200,156,200,156,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003707002,24003707002,"Census Tract 7070.02, Anne Arundel County, Maryland",4900,357,4769,344,4296,383,247,99,23,33,113,97,0,12,37,46,53,51,0,12,53,51,131,92,102,76,1,2,0,12,0,12,5,11,13,19,10,15,10,15,0,12
1400000US24003708001,24003708001,"Census Tract 7080.01, Anne Arundel County, Maryland",3787,334,3713,323,3500,308,73,71,0,12,37,43,0,12,32,50,71,68,0,12,71,68,74,70,38,57,0,12,0,12,0,12,0,12,15,23,21,31,0,12,21,31
1400000US24003708004,24003708004,"Census Tract 7080.04, Anne Arundel County, Maryland",5996,540,5574,487,4427,527,957,164,38,59,0,17,0,17,0,17,152,144,0,17,152,144,422,466,40,50,0,17,0,17,0,17,0,17,382,461,0,17,0,17,0,17
1400000US24003730100,24003730100,"Census Tract 7301, Anne Arundel County, Maryland",10861,581,10478,609,8112,603,1450,218,0,19,399,184,0,19,60,64,457,197,0,19,457,197,383,140,288,169,28,35,0,19,0,19,0,19,67,100,0,19,0,19,0,19
1400000US24003730203,24003730203,"Census Tract 7302.03, Anne Arundel County, Maryland",5538,576,4594,548,2763,461,1459,404,0,17,208,135,39,45,0,17,125,88,0,17,125,88,944,440,750,444,49,83,0,17,0,17,0,17,145,216,0,17,0,17,0,17
1400000US24003730204,24003730204,"Census Tract 7302.04, Anne Arundel County, Maryland",6162,459,5716,447,3476,593,1635,405,61,70,334,215,74,104,0,17,136,99,0,17,136,99,446,291,187,170,0,17,0,17,70,106,0,17,189,198,0,17,0,17,0,17
1400000US24003730300,24003730300,"Census Tract 7303, Anne Arundel County, Maryland",3470,263,3071,402,2621,401,322,68,7,10,80,91,0,12,15,23,26,37,26,37,0,12,399,333,233,213,0,12,0,12,0,12,0,12,137,154,29,44,0,12,29,44
1400000US24003730401,24003730401,"Census Tract 7304.01, Anne Arundel County, Maryland",5341,401,4953,491,3176,489,1333,439,0,17,201,147,0,17,0,17,243,150,0,17,243,150,388,330,41,36,17,29,0,17,0,17,0,17,310,323,20,31,20,31,0,17
1400000US24003730402,24003730402,"Census Tract 7304.02, Anne Arundel County, Maryland",6199,605,5744,563,3695,484,1190,503,30,54,436,269,0,17,124,181,269,172,0,17,269,172,455,244,410,270,40,65,0,17,0,17,0,17,5,13,0,17,0,17,0,17
1400000US24003730502,24003730502,"Census Tract 7305.02, Anne Arundel County, Maryland",5953,639,5679,604,3585,324,1487,534,0,17,316,156,0,17,0,17,291,220,0,17,291,220,274,170,262,172,0,17,0,17,0,17,0,17,12,23,0,17,0,17,0,17
1400000US24003730504,24003730504,"Census Tract 7305.04, Anne Arundel County, Maryland",7430,638,7166,634,4269,424,2305,645,0,17,190,149,0,17,0,17,402,229,0,17,402,229,264,180,190,156,21,23,0,17,0,17,0,17,39,122,14,29,14,29,0,17
1400000US24003730505,24003730505,"Census Tract 7305.05, Anne Arundel County, Maryland",4673,586,4277,596,1518,370,2264,576,0,12,342,191,0,12,11,18,142,91,0,12,142,91,396,306,0,12,92,133,0,12,0,12,0,12,285,309,19,33,19,33,0,12
1400000US24003730506,24003730506,"Census Tract 7305.06, Anne Arundel County, Maryland",3416,374,2984,409,1066,284,1629,429,0,12,238,143,0,12,11,17,40,36,0,12,40,36,432,291,128,120,185,248,0,12,0,12,0,12,119,82,0,12,0,12,0,12
1400000US24003730601,24003730601,"Census Tract 7306.01, Anne Arundel County, Maryland",6993,323,6787,375,6275,362,0,17,11,18,398,78,0,17,20,32,83,119,0,17,83,119,206,182,104,89,0,17,0,17,0,17,0,17,0,17,102,158,102,158,0,17
1400000US24003730603,24003730603,"Census Tract 7306.03, Anne Arundel County, Maryland",3054,187,3054,187,2522,319,113,68,18,21,297,258,0,12,35,57,69,53,0,12,69,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003730604,24003730604,"Census Tract 7306.04, Anne Arundel County, Maryland",7372,372,7358,372,6515,360,396,77,0,17,261,108,0,17,0,17,186,136,15,23,171,136,14,24,14,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003730700,24003730700,"Census Tract 7307, Anne Arundel County, Maryland",7487,422,7200,482,6530,570,344,195,36,44,63,60,0,17,14,25,213,164,0,17,213,164,287,216,213,135,0,17,0,17,0,17,0,17,0,17,74,116,0,17,74,116
1400000US24003730800,24003730800,"Census Tract 7308, Anne Arundel County, Maryland",2477,176,2380,175,2298,173,13,20,0,12,33,33,0,12,4,8,32,29,0,12,32,29,97,71,97,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003730901,24003730901,"Census Tract 7309.01, Anne Arundel County, Maryland",2604,145,2524,141,2093,185,304,101,0,12,34,27,0,12,0,12,93,52,0,12,93,52,80,53,66,49,0,12,0,12,7,14,0,12,7,11,0,12,0,12,0,12
1400000US24003730902,24003730902,"Census Tract 7309.02, Anne Arundel County, Maryland",4156,243,3833,243,3491,260,178,127,11,18,65,58,0,12,0,12,88,86,40,62,48,58,323,154,298,149,0,12,0,12,17,25,0,12,0,12,8,15,8,15,0,12
1400000US24003731002,24003731002,"Census Tract 7310.02, Anne Arundel County, Maryland",3571,385,3225,360,2702,298,303,151,0,12,82,93,0,12,0,12,138,95,0,12,138,95,346,312,141,95,0,12,0,12,0,12,0,12,205,305,0,12,0,12,0,12
1400000US24003731003,24003731003,"Census Tract 7310.03, Anne Arundel County, Maryland",4166,276,3933,206,3682,230,38,29,0,12,65,48,6,13,0,12,142,103,0,12,142,103,233,229,223,230,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003731004,24003731004,"Census Tract 7310.04, Anne Arundel County, Maryland",4408,252,4201,293,3996,321,61,45,0,12,135,119,0,12,0,12,9,15,0,12,9,15,207,128,160,100,0,12,0,12,28,46,0,12,19,29,0,12,0,12,0,12
1400000US24003731102,24003731102,"Census Tract 7311.02, Anne Arundel County, Maryland",7658,564,7559,582,7189,590,157,137,0,17,99,73,0,17,46,54,68,56,0,17,68,56,99,84,99,84,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003731103,24003731103,"Census Tract 7311.03, Anne Arundel County, Maryland",5300,249,5057,238,4241,279,411,91,21,32,315,203,0,17,0,17,69,38,0,17,69,38,243,200,234,199,0,17,0,17,0,17,0,17,9,14,0,17,0,17,0,17
1400000US24003731104,24003731104,"Census Tract 7311.04, Anne Arundel County, Maryland",4336,319,4121,310,3486,368,256,140,0,12,158,106,0,12,0,12,221,164,15,26,206,161,215,184,215,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003731105,24003731105,"Census Tract 7311.05, Anne Arundel County, Maryland",3574,211,3471,216,3147,217,123,117,0,12,162,166,0,12,0,12,39,37,0,12,39,37,103,72,75,67,0,12,0,12,0,12,0,12,28,44,0,12,0,12,0,12
1400000US24003731201,24003731201,"Census Tract 7312.01, Anne Arundel County, Maryland",6454,310,6133,361,5956,372,2,5,0,17,62,53,0,17,33,51,80,93,3,6,77,93,321,170,214,173,0,17,0,17,0,17,0,17,46,61,61,99,0,17,61,99
1400000US24003731202,24003731202,"Census Tract 7312.02, Anne Arundel County, Maryland",7920,559,7781,543,7378,607,201,197,28,33,147,191,0,17,0,17,27,42,0,17,27,42,139,130,41,64,97,150,0,17,0,17,0,17,1,3,0,17,0,17,0,17
1400000US24003731203,24003731203,"Census Tract 7312.03, Anne Arundel County, Maryland",7132,391,6917,361,6485,327,205,119,0,17,66,57,0,17,0,17,161,147,0,17,161,147,215,149,215,149,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003731204,24003731204,"Census Tract 7312.04, Anne Arundel County, Maryland",6284,357,5969,391,5283,394,325,102,0,17,255,154,0,17,0,17,106,96,0,17,106,96,315,219,97,110,0,17,0,17,0,17,0,17,130,116,88,118,88,118,0,17
1400000US24003731303,24003731303,"Census Tract 7313.03, Anne Arundel County, Maryland",6838,338,6813,338,6473,315,39,48,0,17,109,80,0,17,26,39,166,134,0,17,166,134,25,47,25,47,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003731306,24003731306,"Census Tract 7313.06, Anne Arundel County, Maryland",5904,518,5742,546,5403,518,90,115,40,54,60,77,0,17,0,17,149,116,0,17,149,116,162,172,162,172,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US24003731307,24003731307,"Census Tract 7313.07, Anne Arundel County, Maryland",6530,585,6397,586,5824,580,336,189,0,17,51,73,0,17,0,17,186,164,0,17,186,164,133,117,106,109,0,17,0,17,0,17,0,17,27,43,0,17,0,17,0,17
1400000US24003731308,24003731308,"Census Tract 7313.08, Anne Arundel County, Maryland",3898,344,3823,350,3548,339,69,77,0,12,87,96,0,12,0,12,119,77,0,12,119,77,75,92,75,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US24003731309,24003731309,"Census Tract 7313.09, Anne Arundel County, Maryland",5912,493,5681,495,5096,478,473,203,2,4,23,32,0,17,14,22,73,75,19,29,54,56,231,104,220,103,0,17,0,17,0,17,0,17,11,18,0,17,0,17,0,17
1400000US24003731310,24003731310,"Census Tract 7313.10, Anne Arundel County, Maryland",5612,317,5453,344,4834,302,460,125,5,9,119,157,0,17,0,17,35,27,0,17,35,27,159,122,92,73,0,17,0,17,0,17,0,17,67,97,0,17,0,17,0,17
1400000US24003731311,24003731311,"Census Tract 7313.11, Anne Arundel County, Maryland",8123,580,7242,788,6180,785,529,128,0,17,92,103,0,17,0,17,441,193,0,17,441,193,881,615,160,111,15,25,0,17,0,17,0,17,695,624,11,19,11,19,0,17
1400000US24003740102,24003740102,"Census Tract 7401.02, Anne Arundel County, Maryland",10522,605,9706,634,5444,769,2021,600,41,61,1794,556,0,19,0,19,406,170,36,45,370,174,816,339,314,297,78,96,0,19,0,19,0,19,218,161,206,188,89,107,117,162
1400000US24003740103,24003740103,"Census Tract 7401.03, Anne Arundel County, Maryland",8677,513,7863,550,4003,360,2621,448,2,5,776,212,36,43,0,17,425,230,0,17,425,230,814,229,480,216,0,17,0,17,0,17,0,17,243,203,91,104,70,98,21,33
1400000US24003740104,24003740104,"Census Tract 7401.04, Anne Arundel County, Maryland",8549,518,7815,491,2857,260,4016,461,0,17,601,151,0,17,13,19,328,151,0,17,328,151,734,294,485,218,69,79,0,17,0,17,0,17,59,71,121,116,14,23,107,113
1400000US24003740105,24003740105,"Census Tract 7401.05, Anne Arundel County, Maryland",3769,355,3515,365,696,190,2438,400,0,12,232,117,0,12,7,14,142,102,25,35,117,98,254,183,221,187,0,12,0,12,0,12,0,12,33,34,0,12,0,12,0,12
1400000US24003740201,24003740201,"Census Tract 7402.01, Anne Arundel County, Maryland",7474,650,6213,672,3903,441,1363,366,0,17,682,317,0,17,0,17,265,221,0,17,265,221,1261,565,758,464,124,128,0,17,42,65,0,17,337,404,0,17,0,17,0,17
1400000US24003740203,24003740203,"Census Tract 7402.03, Anne Arundel County, Maryland",6395,398,5970,377,4483,329,887,188,0,17,313,102,10,20,0,17,277,160,0,17,277,160,425,203,274,141,14,24,0,17,0,17,0,17,109,153,28,43,14,22,14,21
1400000US24003740303,24003740303,"Census Tract 7403.03, Anne Arundel County, Maryland",4579,402,4045,336,3108,323,481,169,0,12,275,73,0,12,26,35,155,88,0,12,155,88,534,395,428,388,9,15,0,12,0,12,0,12,74,63,23,27,12,21,11,17
1400000US24003740304,24003740304,"Census Tract 7403.04, Anne Arundel County, Maryland",5158,382,4925,377,3306,285,1094,309,47,68,193,126,0,17,0,17,285,177,0,17,285,177,233,134,163,114,20,32,0,17,0,17,0,17,25,32,25,31,0,17,25,31
1400000US24003740305,24003740305,"Census Tract 7403.05, Anne Arundel County, Maryland",11647,932,10607,902,2646,651,6870,880,0,19,356,220,0,19,0,19,735,245,0,19,735,245,1040,610,956,601,0,19,20,31,0,19,0,19,32,54,32,53,32,53,0,19
1400000US24003740400,24003740400,"Census Tract 7404, Anne Arundel County, Maryland",5849,864,5572,779,1566,296,3860,557,18,21,11,14,0,17,0,17,117,100,36,42,81,74,277,127,39,28,63,79,0,17,0,17,0,17,175,100,0,17,0,17,0,17
1400000US24003740500,24003740500,"Census Tract 7405, Anne Arundel County, Maryland",10675,807,10151,745,2485,358,6594,884,0,19,776,267,0,19,0,19,296,188,0,19,296,188,524,292,235,152,68,116,0,19,0,19,0,19,221,198,0,19,0,19,0,19
